"lon","lat"
142.354166666702,-11.4791666665265
145.645833333395,-19.1041666665875
145.312500000058,-16.2291666665645
144.854166666722,-15.0208333332215
145.812500000062,-18.1458333332465
146.187500000066,-18.3124999999145
142.395833333369,-12.9791666665385
146.854166666738,-20.1874999999295
142.437500000035,-10.7708333331875
142.687500000038,-11.2291666665245
141.520833333362,-14.0624999998805
144.354166666718,-15.4791666665585
142.145833333367,-12.9791666665385
144.770833333388,-16.0624999998965
144.979166666723,-19.7708333332595
145.520833333394,-19.2291666665885
146.020833333397,-18.4791666665825
142.687500000038,-11.3124999998585
142.437500000035,-11.1874999998575
142.770833333372,-11.0624999998565
143.729166666713,-16.5624999999005
142.062500000033,-12.2708333331995
144.604166666719,-15.3958333332245
142.062500000033,-13.6458333332105
142.520833333369,-11.1041666665235
142.562500000036,-13.7708333332115
142.895833333373,-14.1041666665475
142.187500000034,-14.3958333332165
142.562500000036,-12.1458333331985
142.145833333367,-13.2291666665405
142.187500000034,-13.7708333332115
142.1041666667,-12.8958333332045
145.687500000062,-16.8124999999025
143.270833333375,-12.8958333332045
145.604166666728,-17.5208333332415
142.64583333337,-12.0624999998645
142.1041666667,-14.3124999998825
145.479166666727,-17.3541666665735
142.145833333367,-11.1874999998575
144.687500000054,-15.1458333332225
142.93750000004,-13.2291666665405
146.2708333334,-19.0208333332535
142.229166666701,-11.6041666665275
144.520833333385,-17.4791666665745
141.937500000031,-12.5208333332015
142.1041666667,-13.4374999998755
142.270833333368,-11.0208333331895
144.562500000052,-18.7708333332515
142.604166666703,-12.8958333332045
142.229166666701,-12.0624999998645
145.14583333339,-17.3124999999065
142.520833333369,-10.7708333331875
144.937500000056,-16.1874999998975
143.229166666708,-12.6041666665355
143.604166666712,-14.8124999998865
142.187500000034,-13.0208333332055
142.479166666702,-13.3124999998745
143.270833333375,-16.1458333332305
141.770833333363,-13.4374999998755
145.062500000057,-16.1458333332305
143.437500000044,-13.1041666665395
145.14583333339,-17.6041666665755
142.187500000034,-11.8958333331965
142.770833333372,-13.3124999998745
143.270833333375,-12.6041666665355
144.770833333388,-14.4374999998835
144.479166666718,-17.1041666665715
144.270833333384,-15.4374999998915
145.312500000058,-18.1041666665795
142.979166666707,-12.8541666665375
142.770833333372,-11.2291666665245
145.229166666724,-14.9374999998875
142.062500000033,-16.5208333332335
144.520833333385,-17.1874999999055
142.812500000039,-11.1041666665235
142.812500000039,-11.9791666665305
142.437500000035,-10.9374999998555
142.395833333369,-11.1874999998575
145.187500000057,-18.8958333332525
145.270833333391,-18.8124999999185
141.604166666696,-13.4374999998755
146.145833333399,-18.6458333332505
145.645833333395,-19.1458333332545
141.895833333364,-12.5208333332015
142.187500000034,-14.8124999998865
143.395833333377,-15.4374999998915
142.562500000036,-12.0208333331975
142.270833333368,-11.0624999998565
146.770833333404,-19.2291666665885
142.979166666707,-14.1458333332145
144.812500000055,-16.3124999998985
142.64583333337,-12.1458333331985
141.770833333363,-15.3958333332245
144.854166666722,-15.7708333332275
144.104166666716,-14.7291666665525
142.270833333368,-11.6041666665275
144.645833333386,-14.5208333332175
146.062500000065,-17.7708333332435
146.770833333404,-19.8958333332605
142.062500000033,-12.8958333332045
141.895833333364,-16.4374999998995
144.562500000052,-19.1458333332545
143.145833333374,-12.3541666665335
144.854166666722,-16.8958333332365
142.145833333367,-10.6041666665195
144.770833333388,-16.9791666665705
145.479166666727,-18.0208333332455
145.854166666729,-17.9791666665785
146.395833333401,-19.5624999999245
146.229166666733,-18.2708333332475
141.937500000031,-13.0208333332055
142.270833333368,-13.9374999998795
145.187500000057,-15.9791666665625
143.062500000041,-12.0208333331975
145.854166666729,-18.5624999999165
144.895833333389,-15.7708333332275
141.895833333364,-12.1874999998655
141.729166666696,-14.6874999998855
142.562500000036,-11.3541666665255
142.93750000004,-11.8958333331965
143.35416666671,-13.3124999998745
142.437500000035,-11.3541666665255
142.729166666705,-11.1041666665235
143.020833333374,-16.1458333332305
143.395833333377,-15.0624999998885
143.437500000044,-13.6041666665435
142.270833333368,-12.8541666665375
142.729166666705,-11.3958333331925
142.687500000038,-11.7708333331955
145.02083333339,-15.7708333332275
141.979166666698,-13.5624999998765
142.437500000035,-12.1041666665315
144.937500000056,-16.3958333332325
145.187500000057,-16.4374999998995
142.270833333368,-13.2291666665405
143.270833333375,-14.3541666665495
143.437500000044,-16.7708333332355
142.395833333369,-11.7708333331955
142.812500000039,-11.4374999998595
144.312500000051,-14.5624999998845
145.43750000006,-18.6458333332505
142.229166666701,-12.6041666665355
144.479166666718,-18.1041666665795
141.770833333363,-12.8958333332045
145.270833333391,-15.6458333332265
142.520833333369,-11.0208333331895
146.354166666734,-20.9791666666025
142.770833333372,-11.4791666665265
144.979166666723,-16.6874999999015
141.854166666697,-13.2708333332075
142.354166666702,-10.8541666665215
142.270833333368,-14.5208333332175
145.97916666673,-17.3958333332405
143.062500000041,-13.2291666665405
143.35416666671,-13.4791666665425
141.854166666697,-13.8124999998785
145.104166666724,-18.7708333332515
143.437500000044,-13.6874999998775
145.02083333339,-17.0624999999045
142.437500000035,-12.3541666665335
145.312500000058,-19.1874999999215
145.312500000058,-17.0624999999045
143.187500000041,-14.0624999998805
143.937500000047,-16.3958333332325
144.687500000054,-16.0624999998965
145.187500000057,-17.6874999999095
142.312500000035,-11.1874999998575
141.520833333362,-13.8124999998785
145.02083333339,-16.9791666665705
145.43750000006,-17.0208333332375
142.93750000004,-14.5624999998845
144.895833333389,-16.5624999999005
142.1041666667,-14.8124999998865
144.770833333388,-16.1458333332305
142.770833333372,-13.1874999998735
142.312500000035,-10.5624999998525
142.93750000004,-13.3124999998745
144.979166666723,-15.2291666665565
141.68750000003,-15.7708333332275
144.645833333386,-14.3541666665495
145.562500000061,-17.7708333332435
144.020833333382,-16.1874999998975
144.395833333385,-14.8958333332205
142.229166666701,-11.7708333331955
142.312500000035,-12.1041666665315
142.270833333368,-13.1458333332065
144.104166666716,-15.8958333332285
142.687500000038,-13.7708333332115
142.604166666703,-14.7291666665525
141.937500000031,-12.4374999998675
141.68750000003,-12.9791666665385
142.437500000035,-14.2291666665485
145.687500000062,-17.7291666665765
142.479166666702,-13.3958333332085
145.43750000006,-17.1874999999055
142.395833333369,-10.8958333331885
144.520833333385,-15.8541666665615
145.104166666724,-18.8124999999185
142.812500000039,-12.6874999998695
145.854166666729,-18.2708333332475
142.312500000035,-14.4791666665505
145.229166666724,-17.6458333332425
142.270833333368,-11.4374999998595
144.270833333384,-16.6458333332345
145.895833333396,-19.9374999999275
141.562500000029,-13.8541666665455
142.312500000035,-15.8124999998945
142.354166666702,-10.6458333331865
145.187500000057,-15.2708333332235
145.062500000057,-18.2291666665805
141.520833333362,-13.6041666665435
141.479166666695,-13.5624999998765
142.895833333373,-13.4374999998755
142.854166666706,-12.6041666665355
145.395833333393,-19.1874999999215
144.770833333388,-16.2291666665645
145.895833333396,-17.6041666665755
142.812500000039,-13.1874999998735
142.229166666701,-12.0208333331975
142.64583333337,-11.8124999998625
143.187500000041,-14.3124999998825
145.354166666726,-17.1458333332385
144.729166666721,-16.0624999998965
144.729166666721,-17.7291666665765
143.395833333377,-13.6041666665435
142.020833333366,-13.0624999998725
142.1041666667,-14.2291666665485
143.89583333338,-16.2291666665645
143.395833333377,-13.0624999998725
145.770833333396,-17.0624999999045
142.354166666702,-11.1458333331905
142.479166666702,-13.6874999998775
145.770833333396,-18.3124999999145
142.479166666702,-11.1458333331905
142.687500000038,-10.6458333331865
142.854166666706,-12.5208333332015
141.937500000031,-13.7291666665445
144.270833333384,-17.5624999999085
144.979166666723,-15.8124999998945
143.020833333374,-11.9374999998635
146.187500000066,-19.0624999999205
142.229166666701,-13.5208333332095
146.312500000067,-19.0208333332535
144.979166666723,-14.8124999998865
145.854166666729,-18.4791666665825
144.770833333388,-18.6874999999175
142.270833333368,-12.1041666665315
143.729166666713,-14.6458333332185
142.479166666702,-11.4374999998595
143.062500000041,-12.7708333332035
145.562500000061,-17.6874999999095
144.479166666718,-18.5624999999165
144.895833333389,-17.8958333332445
143.395833333377,-12.7291666665365
145.395833333393,-16.7708333332355
142.562500000036,-12.3541666665335
144.770833333388,-16.1041666665635
145.770833333396,-16.8541666665695
144.104166666716,-18.5208333332495
142.020833333366,-11.5208333331935
142.479166666702,-12.1874999998655
144.229166666717,-17.6041666665755
144.645833333386,-14.5624999998845
142.229166666701,-14.6458333332185
141.645833333363,-12.5624999998685
144.854166666722,-16.9791666665705
142.1041666667,-12.3541666665335
142.270833333368,-10.5624999998525
143.854166666713,-17.8958333332445
145.479166666727,-18.3541666665815
141.937500000031,-12.1041666665315
143.645833333379,-15.4791666665585
142.437500000035,-12.8541666665375
145.270833333391,-18.4374999999155
142.729166666705,-11.5208333331935
144.770833333388,-16.8541666665695
142.687500000038,-13.6874999998775
141.68750000003,-14.4374999998835
143.104166666707,-15.8541666665615
142.020833333366,-11.6874999998615
145.312500000058,-19.1041666665875
143.89583333338,-17.8958333332445
142.187500000034,-10.1041666665155
142.270833333368,-10.6041666665195
143.562500000045,-13.4791666665425
142.604166666703,-13.4791666665425
145.895833333396,-17.9374999999115
142.687500000038,-12.8124999998705
142.854166666706,-13.3124999998745
142.64583333337,-11.5624999998605
142.520833333369,-12.0208333331975
141.770833333363,-13.1458333332065
142.354166666702,-11.8124999998625
143.520833333378,-14.4374999998835
145.520833333394,-17.6458333332425
142.020833333366,-11.9791666665305
141.437500000028,-13.7708333332115
142.312500000035,-10.2708333331835
141.562500000029,-12.6041666665355
145.104166666724,-15.6041666665595
145.312500000058,-15.5624999998925
145.354166666726,-17.6041666665755
145.270833333391,-16.1041666665635
142.562500000036,-9.3541666665095
146.312500000067,-18.7291666665845
141.937500000031,-12.6458333332025
141.645833333363,-12.3124999998665
141.979166666698,-15.4374999998915
142.895833333373,-14.0208333332135
145.812500000062,-17.3124999999065
145.520833333394,-18.9791666665865
141.604166666696,-13.1041666665395
143.312500000042,-12.6458333332025
143.729166666713,-15.1458333332225
142.64583333337,-12.6458333332025
143.104166666707,-13.8541666665455
142.93750000004,-9.8124999998465
141.770833333363,-13.3124999998745
142.312500000035,-12.6041666665355
142.604166666703,-12.7708333332035
145.604166666728,-17.8958333332445
142.437500000035,-11.2708333331915
145.312500000058,-15.9374999998955
142.354166666702,-11.6041666665275
144.312500000051,-14.8958333332205
145.604166666728,-17.9374999999115
144.395833333385,-16.9374999999035
140.979166666691,-17.3958333332405
141.770833333363,-13.4791666665425
145.729166666729,-17.1041666665715
145.43750000006,-18.3124999999145
143.479166666711,-13.8541666665455
146.062500000065,-17.6874999999095
142.520833333369,-11.2291666665245
145.479166666727,-16.1874999998975
142.145833333367,-13.8541666665455
144.354166666718,-15.8958333332285
141.937500000031,-12.3124999998665
145.687500000062,-17.1874999999055
145.104166666724,-15.2708333332235
143.812500000046,-14.6041666665515
141.979166666698,-13.0624999998725
145.562500000061,-18.2708333332475
141.729166666696,-15.6458333332265
141.562500000029,-14.1458333332145
145.770833333396,-16.8124999999025
142.562500000036,-10.9791666665225
141.68750000003,-13.6458333332105
142.895833333373,-11.8541666665295
145.479166666727,-18.2291666665805
142.354166666702,-12.4374999998675
142.520833333369,-12.3541666665335
144.562500000052,-15.4374999998915
142.229166666701,-16.4374999998995
146.020833333397,-18.1458333332465
142.854166666706,-13.8958333332125
141.770833333363,-14.8958333332205
143.187500000041,-12.0208333331975
142.687500000038,-13.7291666665445
142.687500000038,-12.9791666665385
142.93750000004,-12.1458333331985
142.812500000039,-11.5624999998605
141.937500000031,-12.2708333331995
141.854166666697,-14.3541666665495
143.270833333375,-15.6458333332265
144.979166666723,-17.5208333332415
143.020833333374,-12.1458333331985
142.979166666707,-12.6874999998695
142.729166666705,-11.8958333331965
142.270833333368,-10.1041666665155
142.687500000038,-12.3541666665335
144.395833333385,-16.1874999998975
145.937500000063,-17.6458333332425
144.770833333388,-15.3541666665575
142.854166666706,-12.7708333332035
142.437500000035,-11.8124999998625
145.479166666727,-16.0624999998965
143.312500000042,-16.4374999998995
145.395833333393,-15.7291666665605
143.520833333378,-13.9791666665465
142.854166666706,-11.3541666665255
143.187500000041,-13.7291666665445
143.187500000041,-12.3124999998665
141.895833333364,-14.1874999998815
142.479166666702,-12.6458333332025
143.187500000041,-13.3958333332085
144.812500000055,-16.9374999999035
142.64583333337,-11.6041666665275
141.520833333362,-14.4374999998835
140.937500000024,-17.6874999999095
146.020833333397,-19.1041666665875
143.437500000044,-13.5208333332095
145.937500000063,-18.4374999999155
144.979166666723,-15.7708333332275
142.770833333372,-14.0208333332135
142.729166666705,-11.2708333331915
145.604166666728,-16.9791666665705
